[INFO] Using run: tough-vortex-221 (4fch3f27)
Namespace(agent='RPC', env_name='Walker2d-v5', device='cuda', seed=1, num_train_steps=1000000, learning_starts=20000, gamma=0.99, tau=0.005, env_buffer_size=1000000, target_update_interval=1, log_interval=500, save_snapshot_interval=10000, eval_episode_interval=10000, num_eval_episodes=5, latent_dims=16, model_hidden_dims=256, model_num_layers=2, kl_constraint=-1, lambda_init=1e-05, alpha_autotune=True, alpha_init=0.2, noise_factor=2, batch_size=256, seq_len=4, lr=0.0003, record_eval=True, video_dir='videos', video_fps=30, use_rpc=0)
RPC: False
[save_snapshot] saved /home/harsh/arjun/robust-predictable-control/checkpoints/RPC_Walker2d-v5/4fch3f27/0.pt
Episode: 1, total numsteps: 17, return: 0.4
Episode: 45, total numsteps: 876, return: -5.16
Episode: 46, total numsteps: 905, return: 12.88
Episode: 47, total numsteps: 920, return: -2.16
Episode: 48, total numsteps: 930, return: -0.9
Episode: 49, total numsteps: 951, return: -1.29
Episode: 50, total numsteps: 982, return: 15.45
Episode: 51, total numsteps: 1005, return: 9.35
Episode: 52, total numsteps: 1054, return: 24.43
Episode: 53, total numsteps: 1078, return: 1.55
Episode: 54, total numsteps: 1107, return: 5.23
Episode: 55, total numsteps: 1133, return: -4.66
Episode: 56, total numsteps: 1152, return: -0.74
Episode: 57, total numsteps: 1166, return: 2.69
Episode: 58, total numsteps: 1176, return: -4.52
Episode: 59, total numsteps: 1188, return: -3.64
Episode: 60, total numsteps: 1201, return: 1.02
Episode: 61, total numsteps: 1223, return: 1.07
Episode: 62, total numsteps: 1266, return: 12.76
Episode: 63, total numsteps: 1287, return: 0.25
Episode: 64, total numsteps: 1305, return: 0.7
Episode: 65, total numsteps: 1325, return: -1.82
Episode: 66, total numsteps: 1342, return: -1.94
Episode: 67, total numsteps: 1375, return: 4.18
Episode: 68, total numsteps: 1395, return: -1.69
Episode: 69, total numsteps: 1420, return: 1.56
Episode: 70, total numsteps: 1445, return: 4.39
Episode: 71, total numsteps: 1460, return: -2.66
Episode: 72, total numsteps: 1512, return: 16.8
Episode: 73, total numsteps: 1541, return: -11.5
Episode: 74, total numsteps: 1554, return: 0.44
Episode: 75, total numsteps: 1569, return: 1.43
Episode: 76, total numsteps: 1590, return: -0.42
Episode: 77, total numsteps: 1617, return: 5.64
Episode: 78, total numsteps: 1638, return: 4.96
Episode: 79, total numsteps: 1650, return: -3.38
Episode: 80, total numsteps: 1664, return: -7.52
Episode: 81, total numsteps: 1699, return: -0.5
Episode: 82, total numsteps: 1725, return: -1.17
Episode: 83, total numsteps: 1751, return: 0.08
Episode: 84, total numsteps: 1786, return: 0.83
Episode: 85, total numsteps: 1800, return: 1.31
Episode: 86, total numsteps: 1814, return: -0.46
Episode: 87, total numsteps: 1826, return: -0.92
Episode: 88, total numsteps: 1839, return: 0.86
Episode: 89, total numsteps: 1859, return: -2.9
Episode: 90, total numsteps: 1882, return: -7.52
Episode: 91, total numsteps: 1909, return: 5.15
Episode: 92, total numsteps: 1925, return: -5.33
Episode: 93, total numsteps: 1947, return: 4.43
Episode: 94, total numsteps: 1983, return: 22.22
Episode: 95, total numsteps: 2003, return: -1.65
Episode: 96, total numsteps: 2022, return: 0.86
Episode: 97, total numsteps: 2037, return: 1.27
Episode: 98, total numsteps: 2054, return: -1.2
Episode: 99, total numsteps: 2066, return: -1.93
Episode: 100, total numsteps: 2082, return: -8.82
Episode: 101, total numsteps: 2095, return: 2.11
Episode: 102, total numsteps: 2131, return: 6.09
Episode: 103, total numsteps: 2140, return: -1.57
Episode: 104, total numsteps: 2153, return: -3.99
Episode: 105, total numsteps: 2165, return: -1.96
Episode: 106, total numsteps: 2184, return: -1.9
Episode: 107, total numsteps: 2215, return: 15.57
Episode: 108, total numsteps: 2244, return: 1.7
Episode: 109, total numsteps: 2263, return: 1.55
Episode: 110, total numsteps: 2282, return: 5.47
Episode: 111, total numsteps: 2306, return: -5.24
Episode: 112, total numsteps: 2320, return: 3.46
Episode: 113, total numsteps: 2337, return: -0.98
Episode: 114, total numsteps: 2354, return: 0.73
Episode: 115, total numsteps: 2374, return: -10.17
Episode: 116, total numsteps: 2397, return: -4.38
Episode: 117, total numsteps: 2410, return: -0.68
Episode: 118, total numsteps: 2432, return: -0.99
Episode: 119, total numsteps: 2473, return: 9.47
Episode: 120, total numsteps: 2490, return: -0.11
Episode: 121, total numsteps: 2509, return: -4.75
Episode: 122, total numsteps: 2527, return: 3.83
Episode: 123, total numsteps: 2546, return: -2.15
Episode: 124, total numsteps: 2561, return: -3.28
Episode: 125, total numsteps: 2593, return: -4.75
Episode: 126, total numsteps: 2612, return: -1.47
Episode: 127, total numsteps: 2665, return: 33.22
Episode: 128, total numsteps: 2686, return: -3.52
Episode: 129, total numsteps: 2706, return: -5.97
Episode: 130, total numsteps: 2717, return: -4.23
Episode: 131, total numsteps: 2752, return: 21.85
Episode: 132, total numsteps: 2772, return: 2.61
Episode: 133, total numsteps: 2786, return: 0.76
Episode: 134, total numsteps: 2796, return: -0.72
Episode: 135, total numsteps: 2817, return: -1.85
Episode: 136, total numsteps: 2837, return: -5.51
Episode: 137, total numsteps: 2853, return: 1.58
Episode: 138, total numsteps: 2871, return: -4.3
Episode: 139, total numsteps: 2884, return: -1.7
Episode: 140, total numsteps: 2896, return: -0.74
Episode: 141, total numsteps: 2910, return: -0.38
Episode: 142, total numsteps: 2930, return: 4.42
Episode: 143, total numsteps: 2960, return: 4.36
Episode: 144, total numsteps: 2979, return: 1.51
Episode: 145, total numsteps: 3006, return: -0.48
Episode: 146, total numsteps: 3018, return: -5.7
Episode: 147, total numsteps: 3037, return: 4.06
Episode: 148, total numsteps: 3061, return: 13.92
Episode: 149, total numsteps: 3094, return: 1.73
Episode: 150, total numsteps: 3129, return: 10.08
Episode: 151, total numsteps: 3139, return: -1.51
Episode: 152, total numsteps: 3156, return: 2.48
Episode: 153, total numsteps: 3172, return: -1.09
Episode: 154, total numsteps: 3183, return: -2.7
Episode: 155, total numsteps: 3218, return: -0.57
Episode: 156, total numsteps: 3233, return: 4.31
Episode: 157, total numsteps: 3259, return: 13.02
Episode: 158, total numsteps: 3271, return: -1.59
Episode: 159, total numsteps: 3295, return: -4.25
Episode: 160, total numsteps: 3320, return: 9.01
Episode: 161, total numsteps: 3339, return: -0.07
Episode: 162, total numsteps: 3363, return: 11.09
Episode: 163, total numsteps: 3374, return: 0.1
Episode: 164, total numsteps: 3421, return: 9.58
Episode: 165, total numsteps: 3444, return: -7.24
Episode: 166, total numsteps: 3465, return: -9.86
Episode: 167, total numsteps: 3504, return: 4.58
Episode: 168, total numsteps: 3527, return: 6.95
Episode: 169, total numsteps: 3547, return: -6.89
Episode: 170, total numsteps: 3570, return: -1.09
Episode: 171, total numsteps: 3584, return: 1.48
Episode: 172, total numsteps: 3596, return: -7.11
Episode: 173, total numsteps: 3621, return: 1.35
Episode: 174, total numsteps: 3647, return: -0.3
Episode: 175, total numsteps: 3663, return: 2.11
Episode: 176, total numsteps: 3704, return: 2.51
Episode: 177, total numsteps: 3713, return: -2.43
Episode: 178, total numsteps: 3737, return: 5.88
Episode: 179, total numsteps: 3749, return: -1.69
Episode: 180, total numsteps: 3776, return: -3.49
Episode: 181, total numsteps: 3805, return: 3.11
Episode: 182, total numsteps: 3821, return: -0.93
Episode: 183, total numsteps: 3837, return: 5.26
Episode: 184, total numsteps: 3868, return: 8.82
Episode: 185, total numsteps: 3887, return: -4.71
Episode: 186, total numsteps: 3900, return: -0.5
Episode: 187, total numsteps: 3928, return: 1.95
Episode: 188, total numsteps: 3944, return: 3.79
Episode: 189, total numsteps: 3986, return: 5.73
Episode: 190, total numsteps: 4006, return: -3.3
Episode: 191, total numsteps: 4026, return: 1.66
Episode: 192, total numsteps: 4045, return: 5.54
Episode: 193, total numsteps: 4063, return: 5.11
Episode: 194, total numsteps: 4081, return: -2.09
Episode: 195, total numsteps: 4096, return: 0.92
Episode: 196, total numsteps: 4119, return: 7.2
Episode: 197, total numsteps: 4133, return: 0.83
Episode: 198, total numsteps: 4152, return: 0.96
Episode: 199, total numsteps: 4166, return: 3.48
Episode: 200, total numsteps: 4216, return: 35.35
Episode: 201, total numsteps: 4237, return: 0.73
Episode: 202, total numsteps: 4250, return: 0.69
Episode: 203, total numsteps: 4267, return: 2.09
Episode: 204, total numsteps: 4297, return: 9.35
Episode: 205, total numsteps: 4312, return: 2.52
Episode: 206, total numsteps: 4344, return: 1.59
Episode: 207, total numsteps: 4373, return: -5.1
Episode: 208, total numsteps: 4406, return: 4.43
Episode: 209, total numsteps: 4437, return: 3.46
Episode: 210, total numsteps: 4451, return: 0.11
Episode: 211, total numsteps: 4465, return: 1.21
Episode: 212, total numsteps: 4478, return: -3.54
Episode: 213, total numsteps: 4496, return: -0.57
Episode: 214, total numsteps: 4518, return: -3.0
Episode: 215, total numsteps: 4543, return: -2.43
Episode: 216, total numsteps: 4571, return: 5.25
Episode: 217, total numsteps: 4583, return: -0.46
Episode: 218, total numsteps: 4634, return: 24.09
Episode: 219, total numsteps: 4650, return: 4.61
Episode: 220, total numsteps: 4667, return: -2.66
Episode: 221, total numsteps: 4689, return: 11.6
Episode: 222, total numsteps: 4709, return: -1.13
Episode: 223, total numsteps: 4725, return: 4.72
Episode: 224, total numsteps: 4738, return: -6.61
Episode: 225, total numsteps: 4754, return: -3.49
Episode: 226, total numsteps: 4782, return: -0.16
Episode: 227, total numsteps: 4806, return: -8.04
Episode: 228, total numsteps: 4828, return: -5.0
Episode: 229, total numsteps: 4877, return: 15.47
Episode: 230, total numsteps: 4897, return: -6.98
Episode: 231, total numsteps: 4914, return: 0.88
Episode: 232, total numsteps: 4939, return: 1.72
Episode: 233, total numsteps: 4959, return: -6.25
Episode: 234, total numsteps: 4972, return: 1.34
Episode: 235, total numsteps: 5005, return: 5.8
Episode: 236, total numsteps: 5020, return: 0.6
Episode: 237, total numsteps: 5057, return: 1.93
Episode: 238, total numsteps: 5092, return: 6.2
Episode: 239, total numsteps: 5115, return: 2.34
Episode: 240, total numsteps: 5131, return: 2.44
Episode: 241, total numsteps: 5147, return: 2.89
Episode: 242, total numsteps: 5167, return: 8.03
Episode: 243, total numsteps: 5190, return: 2.03
Episode: 244, total numsteps: 5203, return: 2.43
Episode: 245, total numsteps: 5225, return: 9.06
Episode: 246, total numsteps: 5255, return: 17.08
Episode: 247, total numsteps: 5285, return: 1.61
Episode: 248, total numsteps: 5311, return: -1.58
Episode: 249, total numsteps: 5334, return: -4.76
Episode: 250, total numsteps: 5361, return: -2.18
Episode: 251, total numsteps: 5369, return: -4.13
Episode: 252, total numsteps: 5383, return: 2.9
Episode: 253, total numsteps: 5432, return: 9.96
Episode: 254, total numsteps: 5457, return: -2.64
Episode: 255, total numsteps: 5479, return: 6.34
Episode: 256, total numsteps: 5489, return: -1.94
Episode: 257, total numsteps: 5509, return: 4.56
Episode: 258, total numsteps: 5536, return: 12.72
Episode: 259, total numsteps: 5567, return: 7.7
Episode: 260, total numsteps: 5604, return: -0.79
Episode: 261, total numsteps: 5629, return: -0.85
Episode: 262, total numsteps: 5644, return: -3.36
Episode: 263, total numsteps: 5674, return: 6.95
Episode: 264, total numsteps: 5690, return: 3.2
Episode: 265, total numsteps: 5711, return: 6.81
Episode: 266, total numsteps: 5722, return: -3.41
Episode: 267, total numsteps: 5734, return: -2.25
Episode: 268, total numsteps: 5760, return: 0.04
Episode: 269, total numsteps: 5769, return: -2.28
Episode: 270, total numsteps: 5779, return: -0.31
Episode: 271, total numsteps: 5795, return: -8.19
Episode: 272, total numsteps: 5820, return: 7.81
Episode: 273, total numsteps: 5833, return: 2.68
Episode: 274, total numsteps: 5851, return: 4.77
Episode: 275, total numsteps: 5867, return: -5.94
Episode: 276, total numsteps: 5877, return: -0.94
Episode: 277, total numsteps: 5897, return: 2.0
Episode: 278, total numsteps: 5918, return: 3.66
Episode: 279, total numsteps: 5949, return: 11.73
Episode: 280, total numsteps: 5962, return: -2.09
Episode: 281, total numsteps: 5986, return: -5.7
Episode: 282, total numsteps: 6010, return: 3.63
Episode: 283, total numsteps: 6021, return: -1.1
Episode: 284, total numsteps: 6037, return: -2.12
Episode: 285, total numsteps: 6054, return: -1.63
Episode: 286, total numsteps: 6088, return: 4.39
Episode: 287, total numsteps: 6116, return: 5.1
Episode: 288, total numsteps: 6127, return: -3.9
Episode: 289, total numsteps: 6140, return: 2.12
Episode: 290, total numsteps: 6172, return: 0.36
Episode: 291, total numsteps: 6190, return: 3.11
Episode: 292, total numsteps: 6207, return: 0.09
Episode: 293, total numsteps: 6228, return: 6.55
Episode: 294, total numsteps: 6246, return: -6.48
Episode: 295, total numsteps: 6262, return: 1.09
Episode: 296, total numsteps: 6287, return: -5.56
Episode: 297, total numsteps: 6300, return: -5.03
Episode: 298, total numsteps: 6339, return: 13.81
Episode: 299, total numsteps: 6354, return: -6.93
Episode: 300, total numsteps: 6384, return: 15.5
Episode: 301, total numsteps: 6400, return: -0.66
Episode: 302, total numsteps: 6431, return: 14.87
Episode: 303, total numsteps: 6446, return: -8.49
Episode: 304, total numsteps: 6461, return: 1.04
Episode: 305, total numsteps: 6481, return: 8.7
Episode: 306, total numsteps: 6493, return: 1.89
Episode: 307, total numsteps: 6509, return: 1.96
Episode: 308, total numsteps: 6532, return: -3.42
Episode: 309, total numsteps: 6571, return: 22.19
Episode: 310, total numsteps: 6593, return: 5.27
Episode: 311, total numsteps: 6608, return: 4.97
Episode: 312, total numsteps: 6643, return: 11.47
Episode: 313, total numsteps: 6672, return: 2.29
Episode: 314, total numsteps: 6687, return: -2.12
Episode: 315, total numsteps: 6704, return: -0.89
Episode: 316, total numsteps: 6729, return: 3.86
Episode: 317, total numsteps: 6755, return: -1.86
Episode: 318, total numsteps: 6767, return: -0.09
Episode: 319, total numsteps: 6804, return: 10.69
Episode: 320, total numsteps: 6819, return: 1.76
Episode: 321, total numsteps: 6836, return: 0.56
Episode: 322, total numsteps: 6869, return: 4.69
Episode: 323, total numsteps: 6887, return: -3.96
Episode: 324, total numsteps: 6901, return: -1.16
Episode: 325, total numsteps: 6924, return: 1.19
Episode: 326, total numsteps: 6960, return: -0.86
Episode: 327, total numsteps: 7014, return: 31.0
Episode: 328, total numsteps: 7033, return: 2.6
Episode: 329, total numsteps: 7049, return: -0.8
Episode: 330, total numsteps: 7065, return: -6.39
Episode: 331, total numsteps: 7098, return: 15.7
Episode: 332, total numsteps: 7110, return: 0.75
Episode: 333, total numsteps: 7128, return: -9.42
Episode: 334, total numsteps: 7163, return: 7.05
Episode: 335, total numsteps: 7183, return: -1.45
Episode: 336, total numsteps: 7207, return: -2.26
Episode: 337, total numsteps: 7218, return: -1.16
Episode: 338, total numsteps: 7234, return: 0.95
Episode: 339, total numsteps: 7251, return: -2.53
Episode: 340, total numsteps: 7270, return: -4.33
Episode: 341, total numsteps: 7289, return: -3.57
Episode: 342, total numsteps: 7316, return: -3.56
Episode: 343, total numsteps: 7370, return: 29.65
Episode: 344, total numsteps: 7385, return: 0.25
Episode: 345, total numsteps: 7409, return: 0.61
Episode: 346, total numsteps: 7426, return: 3.69
Episode: 347, total numsteps: 7482, return: 30.62
Episode: 348, total numsteps: 7499, return: 3.89
Episode: 349, total numsteps: 7516, return: 1.2
Episode: 350, total numsteps: 7527, return: -3.52
Episode: 351, total numsteps: 7548, return: 0.77
Episode: 352, total numsteps: 7586, return: 16.65
Episode: 353, total numsteps: 7600, return: 1.68
Episode: 354, total numsteps: 7628, return: 1.08
Episode: 355, total numsteps: 7650, return: -2.56
Episode: 356, total numsteps: 7680, return: -4.0
Episode: 357, total numsteps: 7695, return: -0.34
Episode: 358, total numsteps: 7709, return: -0.08
Episode: 359, total numsteps: 7741, return: 4.72
Episode: 360, total numsteps: 7770, return: 4.81
Episode: 361, total numsteps: 7787, return: -5.89
Episode: 362, total numsteps: 7806, return: 0.51
Episode: 363, total numsteps: 7833, return: -2.79
Episode: 364, total numsteps: 7866, return: 7.6
Episode: 365, total numsteps: 7879, return: -6.24
Episode: 366, total numsteps: 7897, return: 2.47
Episode: 367, total numsteps: 7907, return: -1.13
Episode: 368, total numsteps: 7929, return: 2.99
Episode: 369, total numsteps: 7955, return: 3.93
Episode: 370, total numsteps: 7974, return: 4.79
Episode: 371, total numsteps: 7996, return: -0.38
Episode: 372, total numsteps: 8010, return: 2.19
Episode: 373, total numsteps: 8027, return: -2.47
Episode: 374, total numsteps: 8053, return: 3.66
Episode: 375, total numsteps: 8080, return: 4.66
Episode: 376, total numsteps: 8091, return: -0.68
Episode: 377, total numsteps: 8118, return: 5.4
Episode: 378, total numsteps: 8127, return: -4.74
Episode: 379, total numsteps: 8148, return: 1.0
Episode: 380, total numsteps: 8182, return: 9.58
Episode: 381, total numsteps: 8199, return: 4.15
Episode: 382, total numsteps: 8217, return: 0.96
Episode: 383, total numsteps: 8243, return: -1.85
Episode: 384, total numsteps: 8254, return: -4.24
Episode: 385, total numsteps: 8266, return: -8.69
Episode: 386, total numsteps: 8300, return: -2.44
Episode: 387, total numsteps: 8318, return: -3.01
Episode: 388, total numsteps: 8364, return: 27.76
Episode: 389, total numsteps: 8380, return: -1.54
Episode: 390, total numsteps: 8409, return: 13.24
Episode: 391, total numsteps: 8434, return: -2.49
Episode: 392, total numsteps: 8449, return: 0.2
Episode: 393, total numsteps: 8465, return: 0.33
Episode: 394, total numsteps: 8479, return: 0.98
Episode: 395, total numsteps: 8493, return: 2.01
Episode: 396, total numsteps: 8521, return: 10.19
Episode: 397, total numsteps: 8546, return: 5.93
Episode: 398, total numsteps: 8555, return: -2.72
Episode: 399, total numsteps: 8576, return: -2.22
Episode: 400, total numsteps: 8593, return: -0.43
Episode: 401, total numsteps: 8617, return: -0.91
Episode: 402, total numsteps: 8632, return: 2.72
Episode: 403, total numsteps: 8669, return: 5.09
Episode: 404, total numsteps: 8682, return: -3.68
Episode: 405, total numsteps: 8703, return: 3.48
Episode: 406, total numsteps: 8718, return: 0.8
Episode: 407, total numsteps: 8730, return: 1.79
Episode: 408, total numsteps: 8752, return: 3.78
Episode: 409, total numsteps: 8776, return: 5.83
Episode: 410, total numsteps: 8789, return: -2.29
Episode: 411, total numsteps: 8806, return: -0.7
Episode: 412, total numsteps: 8829, return: -1.76
Episode: 413, total numsteps: 8846, return: -1.91
Episode: 414, total numsteps: 8886, return: 6.41
Episode: 415, total numsteps: 8907, return: 2.83
Episode: 416, total numsteps: 8922, return: -0.22
Episode: 417, total numsteps: 8938, return: 1.33
Episode: 418, total numsteps: 8954, return: -0.92
Episode: 419, total numsteps: 8980, return: -0.28
Episode: 420, total numsteps: 9003, return: 0.11
Episode: 421, total numsteps: 9022, return: -3.49
Episode: 422, total numsteps: 9034, return: 1.57
Episode: 423, total numsteps: 9067, return: 21.52
Episode: 424, total numsteps: 9094, return: 6.04
Episode: 425, total numsteps: 9113, return: -3.46
Episode: 426, total numsteps: 9149, return: 7.25
Episode: 427, total numsteps: 9160, return: -5.25
Episode: 428, total numsteps: 9188, return: 15.43
Episode: 429, total numsteps: 9203, return: -2.09
Episode: 430, total numsteps: 9215, return: -0.12
Episode: 431, total numsteps: 9243, return: -4.79
Episode: 432, total numsteps: 9256, return: -4.63
Episode: 433, total numsteps: 9276, return: 7.73
Episode: 434, total numsteps: 9288, return: -2.87
Episode: 435, total numsteps: 9301, return: -0.94
Episode: 436, total numsteps: 9334, return: 9.12
Episode: 437, total numsteps: 9362, return: -2.17
Episode: 438, total numsteps: 9381, return: 5.46
Episode: 439, total numsteps: 9415, return: 5.45
Episode: 440, total numsteps: 9431, return: -0.36
Episode: 441, total numsteps: 9446, return: 0.91
Episode: 442, total numsteps: 9470, return: 2.31
Episode: 443, total numsteps: 9484, return: 2.88
Episode: 444, total numsteps: 9500, return: -0.4
Episode: 445, total numsteps: 9552, return: 19.82
Episode: 446, total numsteps: 9565, return: -2.39
Episode: 447, total numsteps: 9580, return: -0.8
Episode: 448, total numsteps: 9591, return: -3.27
Episode: 449, total numsteps: 9605, return: -4.55
Episode: 450, total numsteps: 9630, return: 1.5
Episode: 451, total numsteps: 9645, return: -4.9
Episode: 452, total numsteps: 9665, return: -2.58
Episode: 453, total numsteps: 9679, return: -2.84
Episode: 454, total numsteps: 9715, return: 9.95
Episode: 455, total numsteps: 9730, return: 0.04
Episode: 456, total numsteps: 9762, return: 5.49
Episode: 457, total numsteps: 9793, return: 10.77
Episode: 458, total numsteps: 9816, return: -0.49
Episode: 459, total numsteps: 9839, return: 4.63
Episode: 460, total numsteps: 9850, return: -0.22
Episode: 461, total numsteps: 9868, return: 4.85
Episode: 462, total numsteps: 9906, return: 5.22
Episode: 463, total numsteps: 9922, return: 2.08
Episode: 464, total numsteps: 9946, return: 1.38
Episode: 465, total numsteps: 9970, return: 1.27
Episode: 466, total numsteps: 9984, return: -2.53
Episode: 467, total numsteps: 9996, return: -3.37
Traceback (most recent call last):
  File "/home/harsh/arjun/robust-predictable-control/train.py", line 443, in main
    workspace.train()
  File "/home/harsh/arjun/robust-predictable-control/train.py", line 236, in train
    self.eval()
  File "/home/harsh/arjun/robust-predictable-control/train.py", line 278, in eval
    action = self.agent.get_action(state, True)
  File "/home/harsh/arjun/robust-predictable-control/rpc.py", line 183, in get_action
    action = self.actor.get_action(z, eval)
  File "/home/harsh/arjun/robust-predictable-control/rpc.py", line 114, in get_action
    log_prob = normal.log_prob(x_t)
  File "/home/harsh/miniconda3/envs/torch-cu121/lib/python3.10/site-packages/torch/distributions/normal.py", line 82, in log_prob
    self._validate_sample(value)
  File "/home/harsh/miniconda3/envs/torch-cu121/lib/python3.10/site-packages/torch/distributions/distribution.py", line 315, in _validate_sample
    if not valid.all():
KeyboardInterrupt
